table_name,column_name,data_type,is_nullable,is_partitioning_column
tlc_green_trips_2022,store_and_fwd_flag,STRING,YES,NO
tlc_green_trips_2022,rate_code,STRING,YES,NO
tlc_green_trips_2022,passenger_count,INT64,YES,NO
tlc_green_trips_2022,trip_distance,NUMERIC,YES,NO
tlc_green_trips_2022,fare_amount,NUMERIC,YES,NO
tlc_green_trips_2022,extra,NUMERIC,YES,NO
tlc_green_trips_2022,mta_tax,NUMERIC,YES,NO
tlc_green_trips_2022,tip_amount,NUMERIC,YES,NO
tlc_green_trips_2022,tolls_amount,NUMERIC,YES,NO
tlc_green_trips_2022,ehail_fee,NUMERIC,YES,NO
tlc_green_trips_2022,airport_fee,NUMERIC,YES,NO
tlc_green_trips_2022,total_amount,NUMERIC,YES,NO
tlc_green_trips_2022,payment_type,STRING,YES,NO
tlc_green_trips_2022,distance_between_service,NUMERIC,YES,NO
tlc_green_trips_2022,time_between_service,INT64,YES,NO
tlc_green_trips_2022,trip_type,STRING,YES,NO
tlc_green_trips_2022,imp_surcharge,NUMERIC,YES,NO
tlc_green_trips_2022,pickup_location_id,STRING,YES,NO
tlc_green_trips_2022,dropoff_location_id,STRING,YES,NO
tlc_green_trips_2022,data_file_year,INT64,YES,NO
tlc_green_trips_2022,data_file_month,INT64,YES,NO
tlc_yellow_trips_2019,vendor_id,STRING,NO,NO
tlc_yellow_trips_2019,pickup_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2019,dropoff_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2019,passenger_count,INT64,YES,NO
tlc_yellow_trips_2019,trip_distance,NUMERIC,YES,NO
tlc_yellow_trips_2019,rate_code,STRING,YES,NO
tlc_yellow_trips_2019,store_and_fwd_flag,STRING,YES,NO
tlc_yellow_trips_2019,payment_type,STRING,YES,NO
tlc_yellow_trips_2019,fare_amount,NUMERIC,YES,NO
tlc_yellow_trips_2019,extra,NUMERIC,YES,NO
tlc_yellow_trips_2019,mta_tax,NUMERIC,YES,NO
tlc_yellow_trips_2019,tip_amount,NUMERIC,YES,NO
tlc_yellow_trips_2019,tolls_amount,NUMERIC,YES,NO
tlc_yellow_trips_2019,imp_surcharge,NUMERIC,YES,NO
tlc_yellow_trips_2019,airport_fee,NUMERIC,YES,NO
tlc_yellow_trips_2019,total_amount,NUMERIC,YES,NO
tlc_yellow_trips_2019,pickup_location_id,STRING,YES,NO
tlc_yellow_trips_2019,dropoff_location_id,STRING,YES,NO
tlc_yellow_trips_2019,data_file_year,INT64,YES,NO
tlc_yellow_trips_2019,data_file_month,INT64,YES,NO
taxi_zone_geom,zone_id,STRING,YES,NO
taxi_zone_geom,zone_name,STRING,YES,NO
taxi_zone_geom,borough,STRING,YES,NO
taxi_zone_geom,zone_geom,GEOGRAPHY,YES,NO
tlc_yellow_trips_2017,vendor_id,STRING,NO,NO
tlc_yellow_trips_2017,pickup_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2017,dropoff_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2017,passenger_count,INT64,YES,NO
tlc_yellow_trips_2017,trip_distance,NUMERIC,YES,NO
tlc_yellow_trips_2017,rate_code,STRING,YES,NO
tlc_yellow_trips_2017,store_and_fwd_flag,STRING,YES,NO
tlc_yellow_trips_2017,payment_type,STRING,YES,NO
tlc_yellow_trips_2017,fare_amount,NUMERIC,YES,NO
tlc_yellow_trips_2017,extra,NUMERIC,YES,NO
tlc_yellow_trips_2017,mta_tax,NUMERIC,YES,NO
tlc_yellow_trips_2017,tip_amount,NUMERIC,YES,NO
tlc_yellow_trips_2017,tolls_amount,NUMERIC,YES,NO
tlc_yellow_trips_2017,imp_surcharge,NUMERIC,YES,NO
tlc_yellow_trips_2017,airport_fee,NUMERIC,YES,NO
tlc_yellow_trips_2017,total_amount,NUMERIC,YES,NO
tlc_yellow_trips_2017,pickup_location_id,STRING,YES,NO
tlc_yellow_trips_2017,dropoff_location_id,STRING,YES,NO
tlc_yellow_trips_2017,data_file_year,INT64,YES,NO
tlc_yellow_trips_2017,data_file_month,INT64,YES,NO
tlc_yellow_trips_2012,vendor_id,STRING,NO,NO
tlc_yellow_trips_2012,pickup_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2012,dropoff_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2012,passenger_count,INT64,YES,NO
tlc_yellow_trips_2012,trip_distance,NUMERIC,YES,NO
tlc_yellow_trips_2012,rate_code,STRING,YES,NO
tlc_yellow_trips_2012,store_and_fwd_flag,STRING,YES,NO
tlc_yellow_trips_2012,payment_type,STRING,YES,NO
tlc_yellow_trips_2012,fare_amount,NUMERIC,YES,NO
tlc_yellow_trips_2012,extra,NUMERIC,YES,NO
tlc_yellow_trips_2012,mta_tax,NUMERIC,YES,NO
tlc_yellow_trips_2012,tip_amount,NUMERIC,YES,NO
tlc_yellow_trips_2012,tolls_amount,NUMERIC,YES,NO
tlc_yellow_trips_2012,imp_surcharge,NUMERIC,YES,NO
tlc_yellow_trips_2012,airport_fee,NUMERIC,YES,NO
tlc_yellow_trips_2012,total_amount,NUMERIC,YES,NO
tlc_yellow_trips_2012,pickup_location_id,STRING,YES,NO
tlc_yellow_trips_2012,dropoff_location_id,STRING,YES,NO
tlc_yellow_trips_2012,data_file_year,INT64,YES,NO
tlc_yellow_trips_2012,data_file_month,INT64,YES,NO
tlc_yellow_trips_2015,vendor_id,STRING,NO,NO
tlc_yellow_trips_2015,pickup_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2015,dropoff_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2015,passenger_count,INT64,YES,NO
tlc_yellow_trips_2015,trip_distance,NUMERIC,YES,NO
tlc_yellow_trips_2015,rate_code,STRING,YES,NO
tlc_yellow_trips_2015,store_and_fwd_flag,STRING,YES,NO
tlc_yellow_trips_2015,payment_type,STRING,YES,NO
tlc_yellow_trips_2015,fare_amount,NUMERIC,YES,NO
tlc_yellow_trips_2015,extra,NUMERIC,YES,NO
tlc_yellow_trips_2015,mta_tax,NUMERIC,YES,NO
tlc_yellow_trips_2015,tip_amount,NUMERIC,YES,NO
tlc_yellow_trips_2015,tolls_amount,NUMERIC,YES,NO
tlc_yellow_trips_2015,imp_surcharge,NUMERIC,YES,NO
tlc_yellow_trips_2015,airport_fee,NUMERIC,YES,NO
tlc_yellow_trips_2015,total_amount,NUMERIC,YES,NO
tlc_yellow_trips_2015,pickup_location_id,STRING,YES,NO
tlc_yellow_trips_2015,dropoff_location_id,STRING,YES,NO
tlc_yellow_trips_2015,data_file_year,INT64,YES,NO
tlc_yellow_trips_2015,data_file_month,INT64,YES,NO
tlc_yellow_trips_2018,vendor_id,STRING,NO,NO
tlc_yellow_trips_2018,pickup_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2018,dropoff_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2018,passenger_count,INT64,YES,NO
tlc_yellow_trips_2018,trip_distance,NUMERIC,YES,NO
tlc_yellow_trips_2018,rate_code,STRING,YES,NO
tlc_yellow_trips_2018,store_and_fwd_flag,STRING,YES,NO
tlc_yellow_trips_2018,payment_type,STRING,YES,NO
tlc_yellow_trips_2018,fare_amount,NUMERIC,YES,NO
tlc_yellow_trips_2018,extra,NUMERIC,YES,NO
tlc_yellow_trips_2018,mta_tax,NUMERIC,YES,NO
tlc_yellow_trips_2018,tip_amount,NUMERIC,YES,NO
tlc_yellow_trips_2018,tolls_amount,NUMERIC,YES,NO
tlc_yellow_trips_2018,imp_surcharge,NUMERIC,YES,NO
tlc_yellow_trips_2018,airport_fee,NUMERIC,YES,NO
tlc_yellow_trips_2018,total_amount,NUMERIC,YES,NO
tlc_yellow_trips_2018,pickup_location_id,STRING,YES,NO
tlc_yellow_trips_2018,dropoff_location_id,STRING,YES,NO
tlc_yellow_trips_2018,data_file_year,INT64,YES,NO
tlc_yellow_trips_2018,data_file_month,INT64,YES,NO
tlc_yellow_trips_2020,vendor_id,STRING,NO,NO
tlc_yellow_trips_2020,pickup_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2020,dropoff_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2020,passenger_count,INT64,YES,NO
tlc_yellow_trips_2020,trip_distance,NUMERIC,YES,NO
tlc_yellow_trips_2020,rate_code,STRING,YES,NO
tlc_yellow_trips_2020,store_and_fwd_flag,STRING,YES,NO
tlc_yellow_trips_2020,payment_type,STRING,YES,NO
tlc_yellow_trips_2020,fare_amount,NUMERIC,YES,NO
tlc_yellow_trips_2020,extra,NUMERIC,YES,NO
tlc_yellow_trips_2020,mta_tax,NUMERIC,YES,NO
tlc_yellow_trips_2020,tip_amount,NUMERIC,YES,NO
tlc_yellow_trips_2020,tolls_amount,NUMERIC,YES,NO
tlc_yellow_trips_2020,imp_surcharge,NUMERIC,YES,NO
tlc_yellow_trips_2020,airport_fee,NUMERIC,YES,NO
tlc_yellow_trips_2020,total_amount,NUMERIC,YES,NO
tlc_yellow_trips_2020,pickup_location_id,STRING,YES,NO
tlc_yellow_trips_2020,dropoff_location_id,STRING,YES,NO
tlc_yellow_trips_2020,data_file_year,INT64,YES,NO
tlc_yellow_trips_2020,data_file_month,INT64,YES,NO
tlc_fhv_trips_2015,location_id,INT64,YES,NO
tlc_fhv_trips_2015,pickup_datetime,DATETIME,YES,NO
tlc_fhv_trips_2015,dispatching_base_num,STRING,YES,NO
tlc_fhv_trips_2015,borough,STRING,YES,NO
tlc_fhv_trips_2015,zone,STRING,YES,NO
tlc_fhv_trips_2015,service_zone,STRING,YES,NO
tlc_green_trips_2014,vendor_id,STRING,NO,NO
tlc_green_trips_2014,pickup_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2014,dropoff_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2014,store_and_fwd_flag,STRING,YES,NO
tlc_green_trips_2014,rate_code,STRING,YES,NO
tlc_green_trips_2014,passenger_count,INT64,YES,NO
tlc_green_trips_2014,trip_distance,NUMERIC,YES,NO
tlc_green_trips_2014,fare_amount,NUMERIC,YES,NO
tlc_green_trips_2014,extra,NUMERIC,YES,NO
tlc_green_trips_2014,mta_tax,NUMERIC,YES,NO
tlc_green_trips_2014,tip_amount,NUMERIC,YES,NO
tlc_green_trips_2014,tolls_amount,NUMERIC,YES,NO
tlc_green_trips_2014,ehail_fee,NUMERIC,YES,NO
tlc_green_trips_2014,airport_fee,NUMERIC,YES,NO
tlc_green_trips_2014,total_amount,NUMERIC,YES,NO
tlc_green_trips_2014,payment_type,STRING,YES,NO
tlc_green_trips_2014,distance_between_service,NUMERIC,YES,NO
tlc_green_trips_2014,time_between_service,INT64,YES,NO
tlc_green_trips_2014,trip_type,STRING,YES,NO
tlc_green_trips_2014,imp_surcharge,NUMERIC,YES,NO
tlc_green_trips_2014,pickup_location_id,STRING,YES,NO
tlc_green_trips_2014,dropoff_location_id,STRING,YES,NO
tlc_green_trips_2014,data_file_year,INT64,YES,NO
tlc_green_trips_2014,data_file_month,INT64,YES,NO
tlc_yellow_trips_2022,vendor_id,STRING,NO,NO
tlc_yellow_trips_2022,pickup_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2022,dropoff_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2022,passenger_count,INT64,YES,NO
tlc_yellow_trips_2022,trip_distance,NUMERIC,YES,NO
tlc_yellow_trips_2022,rate_code,STRING,YES,NO
tlc_yellow_trips_2022,store_and_fwd_flag,STRING,YES,NO
tlc_yellow_trips_2022,payment_type,STRING,YES,NO
tlc_yellow_trips_2022,fare_amount,NUMERIC,YES,NO
tlc_yellow_trips_2022,extra,NUMERIC,YES,NO
tlc_yellow_trips_2022,mta_tax,NUMERIC,YES,NO
tlc_yellow_trips_2022,tip_amount,NUMERIC,YES,NO
tlc_yellow_trips_2022,tolls_amount,NUMERIC,YES,NO
tlc_yellow_trips_2022,imp_surcharge,NUMERIC,YES,NO
tlc_yellow_trips_2022,airport_fee,NUMERIC,YES,NO
tlc_yellow_trips_2022,total_amount,NUMERIC,YES,NO
tlc_yellow_trips_2022,pickup_location_id,STRING,YES,NO
tlc_yellow_trips_2022,dropoff_location_id,STRING,YES,NO
tlc_yellow_trips_2022,data_file_year,INT64,YES,NO
tlc_yellow_trips_2022,data_file_month,INT64,YES,NO
tlc_green_trips_2023,vendor_id,STRING,NO,NO
tlc_green_trips_2023,pickup_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2023,dropoff_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2023,store_and_fwd_flag,STRING,YES,NO
tlc_green_trips_2023,rate_code,STRING,YES,NO
tlc_green_trips_2023,passenger_count,INT64,YES,NO
tlc_green_trips_2023,trip_distance,NUMERIC,YES,NO
tlc_green_trips_2023,fare_amount,NUMERIC,YES,NO
tlc_green_trips_2023,extra,NUMERIC,YES,NO
tlc_green_trips_2023,mta_tax,NUMERIC,YES,NO
tlc_green_trips_2023,tip_amount,NUMERIC,YES,NO
tlc_green_trips_2023,tolls_amount,NUMERIC,YES,NO
tlc_green_trips_2023,ehail_fee,NUMERIC,YES,NO
tlc_green_trips_2023,total_amount,NUMERIC,YES,NO
tlc_green_trips_2023,payment_type,STRING,YES,NO
tlc_green_trips_2023,distance_between_service,NUMERIC,YES,NO
tlc_green_trips_2023,time_between_service,INT64,YES,NO
tlc_green_trips_2023,trip_type,STRING,YES,NO
tlc_green_trips_2023,imp_surcharge,NUMERIC,YES,NO
tlc_green_trips_2023,pickup_location_id,STRING,YES,NO
tlc_green_trips_2023,dropoff_location_id,STRING,YES,NO
tlc_green_trips_2023,data_file_year,INT64,YES,NO
tlc_green_trips_2023,data_file_month,INT64,YES,NO
tlc_fhv_trips_2017,location_id,INT64,YES,NO
tlc_fhv_trips_2017,pickup_datetime,DATETIME,YES,NO
tlc_fhv_trips_2017,dispatching_base_num,STRING,YES,NO
tlc_fhv_trips_2017,borough,STRING,YES,NO
tlc_fhv_trips_2017,zone,STRING,YES,NO
tlc_fhv_trips_2017,service_zone,STRING,YES,NO
tlc_fhv_trips_2017,dropoff_datetime,DATETIME,YES,NO
tlc_fhv_trips_2017,dropoff_location_id,INT64,YES,NO
tlc_fhv_trips_2017,dropoff_borough,STRING,YES,NO
tlc_fhv_trips_2017,dropoff_zone,STRING,YES,NO
tlc_fhv_trips_2017,dropoff_service_zone,STRING,YES,NO
tlc_green_trips_2017,vendor_id,STRING,NO,NO
tlc_green_trips_2017,pickup_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2017,dropoff_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2017,store_and_fwd_flag,STRING,YES,NO
tlc_green_trips_2017,rate_code,STRING,YES,NO
tlc_green_trips_2017,passenger_count,INT64,YES,NO
tlc_green_trips_2017,trip_distance,NUMERIC,YES,NO
tlc_green_trips_2017,fare_amount,NUMERIC,YES,NO
tlc_green_trips_2017,extra,NUMERIC,YES,NO
tlc_green_trips_2017,mta_tax,NUMERIC,YES,NO
tlc_green_trips_2017,tip_amount,NUMERIC,YES,NO
tlc_green_trips_2017,tolls_amount,NUMERIC,YES,NO
tlc_green_trips_2017,ehail_fee,NUMERIC,YES,NO
tlc_green_trips_2017,airport_fee,NUMERIC,YES,NO
tlc_green_trips_2017,total_amount,NUMERIC,YES,NO
tlc_green_trips_2017,payment_type,STRING,YES,NO
tlc_green_trips_2017,distance_between_service,NUMERIC,YES,NO
tlc_green_trips_2017,time_between_service,INT64,YES,NO
tlc_green_trips_2017,trip_type,STRING,YES,NO
tlc_green_trips_2017,imp_surcharge,NUMERIC,YES,NO
tlc_green_trips_2017,pickup_location_id,STRING,YES,NO
tlc_green_trips_2017,dropoff_location_id,STRING,YES,NO
tlc_green_trips_2017,data_file_year,INT64,YES,NO
tlc_green_trips_2017,data_file_month,INT64,YES,NO
tlc_yellow_trips_2011,vendor_id,STRING,NO,NO
tlc_yellow_trips_2011,pickup_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2011,dropoff_datetime,TIMESTAMP,YES,NO
tlc_yellow_trips_2011,passenger_count,INT64,YES,NO
tlc_yellow_trips_2011,trip_distance,NUMERIC,YES,NO
tlc_yellow_trips_2011,rate_code,STRING,YES,NO
tlc_yellow_trips_2011,store_and_fwd_flag,STRING,YES,NO
tlc_yellow_trips_2011,payment_type,STRING,YES,NO
tlc_yellow_trips_2011,fare_amount,NUMERIC,YES,NO
tlc_yellow_trips_2011,extra,NUMERIC,YES,NO
tlc_yellow_trips_2011,mta_tax,NUMERIC,YES,NO
tlc_yellow_trips_2011,tip_amount,NUMERIC,YES,NO
tlc_yellow_trips_2011,tolls_amount,NUMERIC,YES,NO
tlc_yellow_trips_2011,imp_surcharge,NUMERIC,YES,NO
tlc_yellow_trips_2011,airport_fee,NUMERIC,YES,NO
tlc_yellow_trips_2011,total_amount,NUMERIC,YES,NO
tlc_yellow_trips_2011,pickup_location_id,STRING,YES,NO
tlc_yellow_trips_2011,dropoff_location_id,STRING,YES,NO
tlc_yellow_trips_2011,data_file_year,INT64,YES,NO
tlc_yellow_trips_2011,data_file_month,INT64,YES,NO
tlc_green_trips_2021,vendor_id,STRING,NO,NO
tlc_green_trips_2021,pickup_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2021,dropoff_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2021,store_and_fwd_flag,STRING,YES,NO
tlc_green_trips_2021,rate_code,STRING,YES,NO
tlc_green_trips_2021,passenger_count,INT64,YES,NO
tlc_green_trips_2021,trip_distance,NUMERIC,YES,NO
tlc_green_trips_2021,fare_amount,NUMERIC,YES,NO
tlc_green_trips_2021,extra,NUMERIC,YES,NO
tlc_green_trips_2021,mta_tax,NUMERIC,YES,NO
tlc_green_trips_2021,tip_amount,NUMERIC,YES,NO
tlc_green_trips_2021,tolls_amount,NUMERIC,YES,NO
tlc_green_trips_2021,ehail_fee,NUMERIC,YES,NO
tlc_green_trips_2021,airport_fee,NUMERIC,YES,NO
tlc_green_trips_2021,total_amount,NUMERIC,YES,NO
tlc_green_trips_2021,payment_type,STRING,YES,NO
tlc_green_trips_2021,distance_between_service,NUMERIC,YES,NO
tlc_green_trips_2021,time_between_service,INT64,YES,NO
tlc_green_trips_2021,trip_type,STRING,YES,NO
tlc_green_trips_2021,imp_surcharge,NUMERIC,YES,NO
tlc_green_trips_2021,pickup_location_id,STRING,YES,NO
tlc_green_trips_2021,dropoff_location_id,STRING,YES,NO
tlc_green_trips_2021,data_file_year,INT64,YES,NO
tlc_green_trips_2021,data_file_month,INT64,YES,NO
tlc_green_trips_2020,vendor_id,STRING,NO,NO
tlc_green_trips_2020,pickup_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2020,dropoff_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2020,store_and_fwd_flag,STRING,YES,NO
tlc_green_trips_2020,rate_code,STRING,YES,NO
tlc_green_trips_2020,passenger_count,INT64,YES,NO
tlc_green_trips_2020,trip_distance,NUMERIC,YES,NO
tlc_green_trips_2020,fare_amount,NUMERIC,YES,NO
tlc_green_trips_2020,extra,NUMERIC,YES,NO
tlc_green_trips_2020,mta_tax,NUMERIC,YES,NO
tlc_green_trips_2020,tip_amount,NUMERIC,YES,NO
tlc_green_trips_2020,tolls_amount,NUMERIC,YES,NO
tlc_green_trips_2020,ehail_fee,NUMERIC,YES,NO
tlc_green_trips_2020,airport_fee,NUMERIC,YES,NO
tlc_green_trips_2020,total_amount,NUMERIC,YES,NO
tlc_green_trips_2020,payment_type,STRING,YES,NO
tlc_green_trips_2020,distance_between_service,NUMERIC,YES,NO
tlc_green_trips_2020,time_between_service,INT64,YES,NO
tlc_green_trips_2020,trip_type,STRING,YES,NO
tlc_green_trips_2020,imp_surcharge,NUMERIC,YES,NO
tlc_green_trips_2020,pickup_location_id,STRING,YES,NO
tlc_green_trips_2020,dropoff_location_id,STRING,YES,NO
tlc_green_trips_2020,data_file_year,INT64,YES,NO
tlc_green_trips_2020,data_file_month,INT64,YES,NO
tlc_green_trips_2016,vendor_id,STRING,NO,NO
tlc_green_trips_2016,pickup_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2016,dropoff_datetime,TIMESTAMP,YES,NO
tlc_green_trips_2016,store_and_fwd_flag,STRING,YES,NO
tlc_green_trips_2016,rate_code,STRING,YES,NO
tlc_green_trips_2016,passenger_count,INT64,YES,NO
tlc_green_trips_2016,trip_distance,NUMERIC,YES,NO
